,geneSymbol,pax6_baseMean,pax6_log2FoldChange,pax6_pvalue,pax6_padj,pax6_threshold,tbr2_baseMean,tbr2_log2FoldChange,tbr2_pvalue,tbr2_padj,tbr2_threshold,neg_baseMean,neg_log2FoldChange,neg_pvalue,neg_padj,neg_threshold
ENSMUSG00000003033,Ap1m1,558.8882906,-0.161986544,0.227775848,0.75822417,FALSE,457.9611529,-0.099212021,0.33552903,0.85867515,FALSE,705.0576669,0.003109042,0.978402245,0.998587315,FALSE
ENSMUSG00000003037,Rab8a,401.7838445,-0.027340104,0.809872199,0.977384471,FALSE,289.7955175,-0.104580105,0.470169987,0.91175613,FALSE,282.7447321,-0.082279475,0.481841129,0.975637574,FALSE
ENSMUSG00000003038,Hmgn2,360.4063187,-0.079030146,0.471585,0.909860015,FALSE,180.6014352,-0.100932476,0.433466779,0.898788303,FALSE,122.5835768,0.058737411,0.681241173,0.992022104,FALSE
ENSMUSG00000003039,Fam32a,465.2728117,-0.2060881,0.054918237,0.429037022,FALSE,726.7791514,-0.085629136,0.393492646,0.881371426,FALSE,622.5442211,-0.011701368,0.921847854,0.998587315,FALSE
ENSMUSG00000003051,Elf3,1.535798627,-0.068072568,0.512824078,NA,NA,0.579718636,-0.054568409,0.45015041,NA,NA,0.25341897,-0.024176,0.376435132,NA,NA
ENSMUSG00000003053,Cyp2c29,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000003062,Stard3nl,161.8846578,-0.060536343,0.704660758,0.960010729,FALSE,114.5033704,0.113418814,0.458159167,0.908314698,FALSE,219.7593231,-0.120894495,0.283647807,0.953828624,FALSE
ENSMUSG00000003068,Stk11,1001.871807,-0.163463811,0.173499222,0.694967091,FALSE,782.572819,-0.126635531,0.260853591,0.808736243,FALSE,638.011466,-0.166136203,0.218302122,0.951549054,FALSE
ENSMUSG00000003070,Efna2,89.43349933,0.01339539,0.943365554,0.994215504,FALSE,150.8855388,-0.017947722,0.910954071,0.990767186,FALSE,206.1218576,-0.01855402,0.875516513,0.998587315,FALSE
ENSMUSG00000003072,Atp5d,552.4276236,-0.205286678,0.163933869,0.681922642,FALSE,431.0946517,-0.185446841,0.113768363,0.630224217,FALSE,411.217643,-0.226591447,0.060241583,0.806444865,FALSE
ENSMUSG00000003099,Ppp5c,355.0347848,-0.118942989,0.408132832,0.886833081,FALSE,185.6184069,-0.120923316,0.396579125,0.882107451,FALSE,217.6730526,-0.232699634,0.080513622,0.864752377,FALSE
ENSMUSG00000003119,Cdk12,2456.166059,0.019564709,0.815613074,0.978541629,FALSE,1861.487274,0.046138221,0.620867877,0.948468967,FALSE,2081.449618,0.096316358,0.280748757,0.953550706,FALSE
ENSMUSG00000003123,Lipe,111.9358166,0.044140454,0.785720854,0.972480197,FALSE,196.8830142,0.056031932,0.680493685,0.957835275,FALSE,199.8075279,-0.073301159,0.554534315,0.987108178,FALSE
ENSMUSG00000003131,Pafah1b2,2350.321748,-0.166886821,0.159387695,0.673441469,FALSE,2246.063246,-0.167658336,0.120211637,0.644151915,FALSE,2599.010369,0.011441588,0.91659936,0.998587315,FALSE
ENSMUSG00000003134,Tbc1d8,225.1649616,-0.182998809,0.145869079,0.654551079,FALSE,144.8392841,-0.102593213,0.472743073,0.912729924,FALSE,374.345171,0.016583301,0.88208175,0.998587315,FALSE
ENSMUSG00000003135,Cnot11,344.2723727,-0.013507392,0.899019998,0.991931048,FALSE,219.0202571,0.13795349,0.258972958,0.807243576,FALSE,245.5853512,-0.094629223,0.384291853,0.966032646,FALSE
ENSMUSG00000003153,Slc2a3,139.4146325,0.376466948,0.010792575,0.16085342,FALSE,92.52328421,0.38603559,0.020204874,0.288042419,FALSE,226.8939585,0.053497135,0.664724614,0.989160178,FALSE
ENSMUSG00000003154,Foxj2,459.4128844,-0.139156397,0.286341662,0.811460381,FALSE,510.3254424,0.120487411,0.336627355,0.859082383,FALSE,679.6331821,-0.100684766,0.336937404,0.963221449,FALSE
ENSMUSG00000003161,Sri,174.1364339,-0.097708487,0.537252364,0.930016955,FALSE,41.77565117,0.095761848,0.613368444,0.946054496,FALSE,97.28235901,-0.055386665,0.70369558,0.994154453,FALSE
ENSMUSG00000003166,Dgcr2,583.1254156,0.052838121,0.636818551,0.949120784,FALSE,354.2674046,-0.135032407,0.240761728,0.794441727,FALSE,400.8370637,-0.06568381,0.469465205,0.975637574,FALSE
ENSMUSG00000003178,Mical3,258.6710107,0.140558137,0.351447988,0.854348994,FALSE,238.1298054,0.094186537,0.497686064,0.920708811,FALSE,837.6742276,-0.047164739,0.693780315,0.993138678,FALSE
ENSMUSG00000003184,Irf3,370.5070449,0.098531562,0.485992938,0.913829399,FALSE,314.490787,-0.027740663,0.837919367,0.981323637,FALSE,243.9223259,-0.070580759,0.557104288,0.987108178,FALSE
ENSMUSG00000003190,Bcl2l12,111.2422592,0.167236655,0.310770403,0.826796448,FALSE,26.48705702,0.227701885,0.265034799,0.813358922,FALSE,10.55185996,0.03960514,0.752459325,NA,NA
ENSMUSG00000003198,Zfp959,30.10550216,-0.111488521,0.588966894,0.940059664,FALSE,19.44736445,0.07475787,0.720709481,0.96512342,FALSE,14.32916407,0.008723342,0.947305823,NA,NA
ENSMUSG00000003199,Mpnd,388.388793,-0.125633225,0.349545503,0.853480846,FALSE,436.412598,-0.400832714,0.000552473,0.025120383,TRUE,435.133588,-0.170088577,0.175536784,0.932853406,FALSE
ENSMUSG00000003200,Sh3gl1,286.4580145,-0.225575186,0.151207932,0.662121901,FALSE,278.1960255,-0.069996297,0.567756549,0.935948362,FALSE,346.6543266,-0.122339297,0.357381125,0.966032646,FALSE
ENSMUSG00000003206,Ebi3,1.319097479,-0.044520984,0.659423285,NA,NA,1.672863511,0.07868272,0.516480037,NA,NA,2.439078909,0.074953265,0.275597539,NA,NA
ENSMUSG00000003208,Ccdc94,44.78399852,-0.125135746,0.526505482,0.926604918,FALSE,42.42064177,-0.348637328,0.069758562,0.526870812,FALSE,41.52878123,0.02191859,0.88123231,0.998587315,FALSE
ENSMUSG00000003226,Ranbp2,2710.228754,0.037966675,0.746169973,0.964090808,FALSE,1387.133081,0.005947048,0.959561528,0.997469482,FALSE,1646.02014,0.148311619,0.068612035,0.826167094,FALSE
ENSMUSG00000003227,Edar,4.799647689,-0.036442384,0.801959827,NA,NA,1.175225506,-0.087611895,0.335687883,NA,NA,2.162439148,-0.024291441,0.693274267,NA,NA
ENSMUSG00000003228,Grk5,144.9382068,-0.124158492,0.443007538,0.898226717,FALSE,149.5793386,0.061474426,0.677147735,0.957835275,FALSE,146.2021024,0.130498116,0.320043353,0.962365782,FALSE
ENSMUSG00000003233,Dvl3,963.590901,-0.076889057,0.579245163,0.93720362,FALSE,1716.410413,-0.065733218,0.550765346,0.931937306,FALSE,1246.003518,-0.143152864,0.175673333,0.932853406,FALSE
ENSMUSG00000003234,Abcf3,407.135631,-0.00592778,0.964215584,0.99561496,FALSE,299.3886476,-0.056542992,0.631424392,0.95129497,FALSE,335.2766535,-0.067485852,0.564868145,0.987476362,FALSE
ENSMUSG00000003235,Eif2b5,360.4039971,-0.049452203,0.709262472,0.960857398,FALSE,256.5237208,-0.301643283,0.014964213,0.246169704,FALSE,305.8792922,-0.187812203,0.065802835,0.820311672,FALSE
ENSMUSG00000003269,Cyth2,294.4927051,-0.129118508,0.356342877,0.857877531,FALSE,449.778532,-0.226181745,0.055250693,0.471031443,FALSE,529.302226,-0.133277463,0.2562017,0.953550706,FALSE
ENSMUSG00000003271,Sult2b1,1.599001221,-0.117578687,0.289235534,NA,NA,1.229743525,-0.005397534,0.960518129,NA,NA,3.778408406,0.144819999,0.093430218,NA,NA
ENSMUSG00000003273,Car11,15.72334842,0.125086739,0.541335698,0.931189916,FALSE,102.8191968,0.055399269,0.766403615,0.971028661,FALSE,307.3767817,-0.001499049,0.990575339,0.998587315,FALSE
ENSMUSG00000003279,Dlgap1,60.16190368,0.141236982,0.458711296,0.903632808,FALSE,168.3061923,0.280191832,0.152679533,0.70124525,FALSE,1606.688213,0.229682654,0.051086537,0.782593202,FALSE
ENSMUSG00000003282,Plag1,436.7173866,0.151821814,0.185325312,0.711624001,FALSE,324.1124083,0.380203257,0.00037596,0.018409473,TRUE,197.8838126,0.142028284,0.25361906,0.953550706,FALSE
ENSMUSG00000003283,Hck,0.245090378,0.006382896,0.886984703,NA,NA,0.860123598,0.01866423,0.840241419,NA,NA,1.577736882,0.040414221,0.566176138,NA,NA
ENSMUSG00000003299,Mrpl4,248.2237127,-0.048547741,0.721515332,0.961183056,FALSE,210.6266653,0.118139179,0.368630879,0.872986388,FALSE,245.9085922,-0.150748917,0.236767349,0.953550706,FALSE
ENSMUSG00000003308,Keap1,115.9014695,-0.129135118,0.47090412,0.909860015,FALSE,85.01215984,-0.170179538,0.304128424,0.839833289,FALSE,125.266297,-0.022887666,0.856742727,0.998587315,FALSE
ENSMUSG00000003309,Ap1m2,0,NA,NA,NA,NA,0.255303086,-0.040979726,0.405393215,NA,NA,0.224090138,-0.000218487,0.992932806,NA,NA
ENSMUSG00000003316,Glg1,2299.31248,0.05351619,0.515933425,0.925492931,FALSE,2300.436369,-0.060620795,0.464819891,0.90993615,FALSE,2414.500853,-0.01617535,0.829677648,0.997888077,FALSE
ENSMUSG00000003341,Atp8b3,2.760660412,-0.116204348,0.401437487,NA,NA,1.305402785,-0.106327535,0.347219285,NA,NA,1.558047637,-0.003750375,0.95517488,NA,NA
ENSMUSG00000003344,Btbd2,305.2110471,-0.219281899,0.118491203,0.608324258,FALSE,247.7550317,-0.209370212,0.103448939,0.612100716,FALSE,286.5464395,-0.224784511,0.027674185,0.662393626,FALSE
ENSMUSG00000003345,Csnk1g2,481.2150234,-0.254020341,0.036524865,0.345967685,FALSE,516.2699072,-0.106519763,0.330926499,0.857381396,FALSE,448.1718472,-0.14217759,0.294999211,0.954084435,FALSE
ENSMUSG00000003346,Abhd17a,119.8417784,-0.008979418,0.959998581,0.99561496,FALSE,131.5477289,-0.011059825,0.938664525,0.994497298,FALSE,136.9421281,-0.334677112,0.006451717,0.391205961,FALSE
ENSMUSG00000003348,Mob3a,40.00769568,0.012836599,0.94969745,0.994520813,FALSE,38.5838421,0.02210692,0.908925317,0.990159589,FALSE,56.70013423,-0.127044003,0.37931607,0.966032646,FALSE
ENSMUSG00000003352,Cacnb3,364.5731253,0.291911168,0.031038507,0.315044078,FALSE,774.1456401,0.310470989,0.012206204,0.217348212,FALSE,1745.816148,-0.023386088,0.804872015,0.997692508,FALSE
ENSMUSG00000003354,Ccdc65,2.990406246,-0.009755309,0.947937896,NA,NA,3.238790543,0.033655447,0.812128188,NA,NA,5.187198448,0.096105412,0.350582523,NA,NA
ENSMUSG00000003355,Fkbp11,7.45633216,0.196265058,0.305041122,NA,NA,3.949725356,0.188560361,0.237425494,NA,NA,8.298814258,0.053783989,0.64895029,NA,NA
ENSMUSG00000003360,Ddx23,572.0559003,-0.106366259,0.318606682,0.831790755,FALSE,430.6302954,-0.06155674,0.607034167,0.945186349,FALSE,395.7103722,-0.096815177,0.402552679,0.966817041,FALSE
ENSMUSG00000003363,Pld3,145.2445822,0.007235198,0.96546355,0.99561496,FALSE,360.6618117,-0.110926856,0.427249734,0.896189794,FALSE,473.4819962,-0.007086044,0.952671545,0.998587315,FALSE
ENSMUSG00000003378,Grik5,1126.500436,-0.046663539,0.75409525,0.96566124,FALSE,1229.528486,0.025393871,0.819772422,0.979018216,FALSE,1823.219971,-0.072068513,0.54607943,0.98519269,FALSE
ENSMUSG00000003379,Cd79a,1.984050206,0.009841528,0.937738736,NA,NA,0.89721848,-0.02557889,0.784167121,NA,NA,1.302266552,-0.000760497,0.989701964,NA,NA
ENSMUSG00000003380,Rabac1,34.61940825,-0.373285377,0.070303717,0.482999104,FALSE,36.65055924,0.089101537,0.659083053,0.955370454,FALSE,56.48041973,-0.347984979,0.015524407,0.534738622,FALSE
ENSMUSG00000003382,Etv3,180.3676419,0.028547607,0.861769518,0.985064893,FALSE,185.6396225,-0.070320805,0.614769729,0.946550354,FALSE,181.5686132,0.139515848,0.278109165,0.953550706,FALSE
ENSMUSG00000003402,Prkcsh,407.3563903,-0.190176673,0.168375135,0.689093247,FALSE,355.217358,-0.050970832,0.67397231,0.957835275,FALSE,440.0405902,-0.051424754,0.634412719,0.989160178,FALSE
ENSMUSG00000003410,Elavl3,681.4975895,0.100183824,0.550568443,0.93205581,FALSE,4525.727051,0.019807654,0.836292199,0.981323637,FALSE,7165.423815,-0.108695409,0.251763348,0.953550706,FALSE
ENSMUSG00000003411,Rab3b,17.58440007,0.058654953,0.778584747,0.971385395,FALSE,25.50166987,0.47686572,0.022616996,0.306040152,FALSE,77.77485587,-0.201779842,0.172647145,0.932853406,FALSE
ENSMUSG00000003418,St8sia6,4.825582055,0.245691361,0.146533667,NA,NA,0.745320133,0.084798218,0.322588315,NA,NA,0.991028251,0.023425713,0.637264148,NA,NA
ENSMUSG00000003420,Fcgrt,7.606473697,-0.080545377,0.613920832,NA,NA,2.160296845,0.068603244,0.606620122,NA,NA,0.928066735,-0.023149397,0.601014973,NA,NA
ENSMUSG00000003421,Nosip,183.2819664,-0.335961851,0.039187014,0.357214734,FALSE,192.1258614,-0.00545494,0.968487643,0.998078438,FALSE,213.0411468,-0.04031234,0.760556196,0.995166908,FALSE
ENSMUSG00000003423,Pih1d1,192.2482994,-0.004409817,0.974348794,0.996377702,FALSE,160.8028469,-0.249913909,0.075148327,0.539547876,FALSE,167.3119164,0.006534097,0.956259735,0.998587315,FALSE
ENSMUSG00000003429,Rps11,570.1405099,-0.258403913,0.053161784,0.423612119,FALSE,308.2570558,-0.24907724,0.083512237,0.566853344,FALSE,265.8374741,-0.092591949,0.477939017,0.975637574,FALSE
ENSMUSG00000003435,Supt5,845.3578858,-0.266976466,0.013538424,0.187611214,FALSE,776.2066724,-0.081055348,0.494930161,0.920619448,FALSE,934.4888069,-0.060418402,0.564432296,0.987476362,FALSE
ENSMUSG00000003436,Dll3,9.922769806,-0.032956339,0.867588334,0.986119724,FALSE,121.9880911,0.308451775,0.070426219,0.527517726,FALSE,35.04629301,0.184796961,0.213235596,0.951549054,FALSE
ENSMUSG00000003437,Paf1,600.1376394,-0.153980542,0.205853261,0.734481472,FALSE,527.0539442,-0.233013,0.049418304,0.450777765,FALSE,649.9701497,-0.119651196,0.222475135,0.953550706,FALSE
ENSMUSG00000003438,Timm50,255.7904545,-0.201801189,0.150759621,0.661458402,FALSE,178.0285892,-0.150487303,0.294081441,0.834104295,FALSE,174.9505975,-0.327606123,0.008776892,0.435707893,FALSE
ENSMUSG00000003444,Med29,35.78986536,-0.155030549,0.435542534,0.896622164,FALSE,26.86270523,-0.138581538,0.506221059,0.925537861,FALSE,33.70446603,-0.08866585,0.550299139,0.98519269,FALSE
ENSMUSG00000003452,Bicd1,543.2467924,-0.10714433,0.374010768,0.866644289,FALSE,848.6700396,0.082534631,0.4276506,0.896189794,FALSE,1324.985245,0.09914491,0.409109675,0.96914809,FALSE
ENSMUSG00000003458,Ncstn,743.7900811,-0.000109654,0.999234667,0.999903245,FALSE,1097.111839,0.086797116,0.451733289,0.90555961,FALSE,1013.085866,0.07101531,0.429462726,0.975637574,FALSE
ENSMUSG00000003464,Pex19,530.4079234,-0.102454983,0.36864963,0.863963941,FALSE,535.8843213,-0.071374484,0.543794124,0.930783243,FALSE,395.3189516,-0.119247134,0.264358494,0.953550706,FALSE
ENSMUSG00000003469,Phyhip,2.741840538,-0.028727067,0.825154921,NA,NA,10.63290011,-0.432274964,0.035358492,0.382658442,FALSE,15.05976319,-0.204077117,0.132896331,NA,NA
ENSMUSG00000003476,Crhr2,0.702389753,0.000246118,0.997260009,NA,NA,0.342965485,-0.043149482,0.392852576,NA,NA,0.840236123,-0.029669412,0.416741996,NA,NA
ENSMUSG00000003477,Inmt,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000003484,Cyp4f18,2.420845288,-0.079506611,0.548008199,NA,NA,1.51508139,-0.005965883,0.958334093,NA,NA,3.903832529,0.00565999,0.952801647,NA,NA
ENSMUSG00000003500,Impdh1,54.22276473,-0.213182317,0.248992027,0.777390439,FALSE,66.6129553,-0.256512945,0.172649431,0.725533962,FALSE,152.2040802,-0.193379543,0.100600629,0.877647648,FALSE
ENSMUSG00000003505,Psg18,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000003518,Dusp3,54.08062372,-0.068668646,0.718077065,0.961183056,FALSE,13.46838615,-0.029808545,0.886540381,0.987195804,FALSE,19.40313856,0.097374815,0.491125099,0.975637574,FALSE
ENSMUSG00000003526,Prodh,44.51102101,0.097222536,0.609143951,0.943895242,FALSE,20.70172477,-0.025823843,0.900509076,0.988881029,FALSE,29.25986904,-0.17756671,0.230754708,0.953550706,FALSE
ENSMUSG00000003527,Dgcr14,256.7435332,-0.055628354,0.643159578,0.950327648,FALSE,325.386054,-0.110584093,0.408581443,0.890091064,FALSE,340.6470402,-0.128442075,0.315863571,0.961660285,FALSE
ENSMUSG00000003528,Slc25a1,125.7719765,-0.107618373,0.511007394,0.923963109,FALSE,127.9913531,-0.096304142,0.547813651,0.931305134,FALSE,187.1056303,-0.204170154,0.073564012,0.843901712,FALSE
ENSMUSG00000003531,Dgcr6,99.08062734,-0.331641172,0.056878295,0.434718525,FALSE,111.0551416,-0.389119218,0.021049436,0.294350329,FALSE,110.6435766,-0.273252233,0.044188466,0.747812472,FALSE
ENSMUSG00000003534,Ddr1,995.19314,0.330197528,0.006380224,0.107114435,FALSE,1318.383756,-0.055795543,0.586337079,0.940287997,FALSE,465.9988831,-0.07256263,0.488641766,0.975637574,FALSE
ENSMUSG00000003541,Ier3,12.76985422,-0.127330782,0.52594248,0.92653671,FALSE,18.07233819,-0.221386369,0.290193166,0.830354236,FALSE,12.48985533,-0.212319937,0.11955223,NA,NA
ENSMUSG00000003545,Fosb,283.8140661,0.12024225,0.562073478,0.934503736,FALSE,124.6687293,-0.022560384,0.905431805,0.989507133,FALSE,181.5574959,0.110891123,0.370175498,0.966032646,FALSE
ENSMUSG00000003546,Klc4,144.5453329,-0.23483338,0.101098876,0.570662132,FALSE,294.8720913,-0.355020776,0.00258762,0.080095879,FALSE,181.9599855,0.054405589,0.69648224,0.993138678,FALSE
ENSMUSG00000003549,Ercc1,188.2487023,-0.262588095,0.054468047,0.427367359,FALSE,158.9912682,-0.009925595,0.943975385,0.995463548,FALSE,140.9902809,-0.054828373,0.673662487,0.990950364,FALSE
ENSMUSG00000003555,Cyp17a1,3.471216888,-0.014271011,0.920977598,NA,NA,2.397026645,0.087212247,0.508450264,NA,NA,7.935438954,0.003020895,0.980966943,NA,NA
ENSMUSG00000003559,As3mt,16.63039323,0.303584916,0.144668417,0.653886273,FALSE,15.65962113,-0.417757598,0.045371126,0.436451156,FALSE,7.910917707,0.018501704,0.882484019,NA,NA
ENSMUSG00000003573,Homer3,104.4964104,-0.127949778,0.458899344,0.903632808,FALSE,134.1969159,-0.114573613,0.432711394,0.89850057,FALSE,94.88756657,-0.172832975,0.187878942,0.935432598,FALSE
ENSMUSG00000003575,Crtc1,777.7802973,0.028170945,0.83551625,0.980693152,FALSE,843.6153831,-0.009525066,0.924362836,0.992708595,FALSE,1643.744629,0.007610406,0.951300563,0.998587315,FALSE
ENSMUSG00000003581,Rnf215,114.3264799,0.031343613,0.846706378,0.984204466,FALSE,133.9136611,-0.000162284,0.999133862,0.999780084,FALSE,250.289086,0.121501932,0.294873215,0.954084435,FALSE
ENSMUSG00000003585,Sec14l2,11.1559506,-0.159985624,0.400504842,0.88365162,FALSE,6.480767933,-0.079433722,0.667637229,0.956997042,FALSE,7.829522287,-0.015656788,0.898560655,NA,NA
ENSMUSG00000003604,Aven,51.10954038,-0.146480025,0.448638885,0.900250354,FALSE,46.87687658,-0.02959763,0.877123035,0.985958233,FALSE,47.90532097,-0.104015824,0.480027672,0.975637574,FALSE
ENSMUSG00000003617,Cp,53.10695086,0.452863655,0.024257121,0.273168469,FALSE,8.105369773,0.019845097,0.920808235,0.992105844,FALSE,15.78908421,-0.081052008,0.542196884,0.98519269,FALSE
ENSMUSG00000003623,Crot,346.4087313,-0.047666146,0.761556662,0.968298982,FALSE,172.8066979,-0.14616092,0.293434745,0.833077004,FALSE,174.8079273,0.078309868,0.503388687,0.976324017,FALSE
ENSMUSG00000003644,Rps6ka1,46.68347243,-0.079209505,0.695721104,0.958560744,FALSE,34.10431306,0.203856142,0.300071783,0.836855276,FALSE,67.61281695,-0.00252158,0.985561862,0.998587315,FALSE
ENSMUSG00000003657,Calb2,5.465509553,-0.057090739,0.692988644,NA,NA,30.6519187,0.005192654,0.979921807,0.999257357,FALSE,3.654074452,-0.190649529,0.023665861,NA,NA
ENSMUSG00000003660,Snrnp200,3280.90148,-0.128138898,0.119681777,0.611641718,FALSE,2116.295716,-0.045456438,0.663764775,0.956970795,FALSE,2255.258449,-0.062890946,0.422393662,0.972920698,FALSE
ENSMUSG00000003662,Ciao1,266.063385,-0.066860687,0.607817119,0.943741558,FALSE,201.6802092,-0.091019561,0.4661002,0.910640776,FALSE,232.6661768,-0.098876919,0.399933677,0.966032646,FALSE
ENSMUSG00000003665,Has1,93.7246847,-0.103703764,0.579891614,0.937246533,FALSE,39.98064144,0.087573304,0.67018486,0.957806296,FALSE,28.82566859,0.118980111,0.411540534,0.969561719,FALSE
ENSMUSG00000003680,Taf6l,153.3408728,-0.050894779,0.720022377,0.961183056,FALSE,83.25169738,-0.229114669,0.176495683,0.73106214,FALSE,101.7492534,-0.173152222,0.190952223,0.936914316,FALSE
ENSMUSG00000003721,Insig2,241.4176559,0.365717774,0.012135147,0.173430483,FALSE,199.3429119,-0.017189037,0.892515603,0.988150103,FALSE,198.4050305,-0.137318869,0.252573618,0.953550706,FALSE
ENSMUSG00000003731,Kpna6,876.1163875,-0.024243751,0.825262437,0.97958586,FALSE,578.8793264,-0.006186657,0.958440212,0.9972869,FALSE,674.6925884,-0.003303486,0.97487591,0.998587315,FALSE
ENSMUSG00000003746,Man1a,44.34711131,-0.21530218,0.288359485,0.814027568,FALSE,12.81086979,0.291061102,0.158803714,0.709627359,FALSE,57.63572434,-0.382865055,0.00866297,0.435261407,FALSE
ENSMUSG00000003752,Itpkc,84.46111493,-0.072645978,0.684248013,0.956738194,FALSE,82.12977187,-0.112290718,0.514779551,0.925537861,FALSE,85.97738564,-0.016972884,0.902096195,0.998587315,FALSE
ENSMUSG00000003762,Adck4,102.3253138,-0.382188292,0.027919711,0.296553812,FALSE,111.1329845,-0.185346694,0.257658071,0.806600739,FALSE,90.81357141,-0.036523454,0.784346241,0.996231565,FALSE
ENSMUSG00000003778,Brd8,2667.468009,-0.100381013,0.28842676,0.814060146,FALSE,1450.280486,-0.14241035,0.105696371,0.61604322,FALSE,1454.607072,0.079973167,0.353883764,0.966032646,FALSE
ENSMUSG00000003779,Kif20a,389.544534,-0.109336219,0.354759594,0.856755838,FALSE,64.68203542,-0.143416392,0.45077041,0.90555961,FALSE,36.47138441,0.176243687,0.234996187,0.953550706,FALSE
ENSMUSG00000003808,Farsa,325.4653516,-0.009427046,0.945195529,0.994520813,FALSE,347.1568904,-0.177443316,0.115585071,0.633947083,FALSE,286.4638265,-0.039416068,0.745957327,0.994656521,FALSE
ENSMUSG00000003809,Gcdh,179.4942958,0.10829902,0.486864085,0.913829399,FALSE,157.5156777,0.233623792,0.082179984,0.562504507,FALSE,138.9581525,-0.001797468,0.988594006,0.998587315,FALSE
ENSMUSG00000003810,Mast2,1432.436088,-0.187291903,0.105804638,0.582062398,FALSE,1622.818406,0.117675976,0.165284428,0.719275705,FALSE,3390.313911,0.052106316,0.573330361,0.987476362,FALSE
ENSMUSG00000003812,Dnase2a,56.90769729,0.21509916,0.27816218,0.803726371,FALSE,53.30564669,0.11503572,0.539467203,0.930783243,FALSE,71.14900867,-0.164778881,0.245651888,0.953550706,FALSE
ENSMUSG00000003813,Rad23a,231.0940438,-0.146035437,0.321025511,0.834175167,FALSE,170.5134512,-0.00816687,0.951096953,0.996770616,FALSE,171.8585643,0.126940647,0.371185058,0.966032646,FALSE
