,geneSymbol,pax6_baseMean,pax6_log2FoldChange,pax6_pvalue,pax6_padj,pax6_threshold,tbr2_baseMean,tbr2_log2FoldChange,tbr2_pvalue,tbr2_padj,tbr2_threshold,neg_baseMean,neg_log2FoldChange,neg_pvalue,neg_padj,neg_threshold
ENSMUSG00000002190,Clgn,74.38374292,0.041976499,0.813623674,0.978075086,FALSE,22.11878754,0.017161743,0.934356607,0.994054303,FALSE,103.4766887,0.12964205,0.376627381,0.966032646,FALSE
ENSMUSG00000002204,Napsa,1.639268375,-0.15394227,0.164474737,NA,NA,6.196491547,0.254359322,0.170221892,0.723010944,FALSE,15.96584503,0.033424884,0.812745539,0.997722504,FALSE
ENSMUSG00000002205,Vrk3,193.4209828,-0.027218085,0.853918979,0.984204466,FALSE,109.5988481,-0.155187466,0.324960799,0.854534222,FALSE,92.68389258,-0.065605354,0.647683647,0.989160178,FALSE
ENSMUSG00000002210,Smg9,244.4469502,0.014284396,0.925122889,0.993866859,FALSE,193.8001249,0.088140497,0.529372879,0.929667084,FALSE,268.0775266,0.088942276,0.477146264,0.975637574,FALSE
ENSMUSG00000002221,Paxip1,1702.174197,-0.130803449,0.23044214,0.760055783,FALSE,920.5330167,-0.053336734,0.561616759,0.933435232,FALSE,1219.438586,0.015806361,0.889737938,0.998587315,FALSE
ENSMUSG00000002222,Rmnd5a,778.3239934,-0.032827564,0.791376299,0.973715863,FALSE,585.4869893,-0.168788763,0.081116379,0.559145437,FALSE,549.8934231,-0.013262654,0.892149934,0.998587315,FALSE
ENSMUSG00000002227,Mov10,205.1154915,0.19194774,0.235586579,0.764831645,FALSE,38.25864031,0.285607251,0.144565773,0.684315385,FALSE,51.72422121,0.111494855,0.452530285,0.975637574,FALSE
ENSMUSG00000002228,Ppm1j,1.44285123,0.050642641,0.650611576,NA,NA,0,NA,NA,NA,NA,0.652445615,0.029085806,0.473292939,NA,NA
ENSMUSG00000002233,Rhoc,66.91006761,0.049955785,0.785500885,0.972442981,FALSE,8.757686652,0.062513876,0.748144692,0.970290215,FALSE,6.347416457,-0.109812066,0.340462428,NA,NA
ENSMUSG00000002240,4930432K09Rik,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
ENSMUSG00000002249,Tead3,210.2184276,-0.018899904,0.907623176,0.993163329,FALSE,126.9063695,0.176572055,0.299203027,0.835704311,FALSE,59.01168528,-0.143026568,0.330983853,0.963221449,FALSE
ENSMUSG00000002250,Ppard,194.866404,-0.171205511,0.309758408,0.82650881,FALSE,127.3161644,0.010085714,0.950717412,0.996770616,FALSE,127.9282845,-0.046464633,0.74050137,0.994656521,FALSE
ENSMUSG00000002257,Def6,2.509194753,0.101395209,0.4088923,NA,NA,2.614433546,-0.089383276,0.528032929,NA,NA,6.196821483,-0.021879145,0.850666202,NA,NA
ENSMUSG00000002265,Peg3,2932.187315,-0.081679833,0.377180342,0.868429037,FALSE,1744.161885,0.156873535,0.098902286,0.605482002,FALSE,3802.947604,0.143783267,0.061769894,0.808055211,FALSE
ENSMUSG00000002266,Zim1,7.407554155,0.05973538,0.752602568,NA,NA,18.43988145,0.370611073,0.07635786,0.543469055,FALSE,61.12233955,0.01320488,0.925939956,0.998587315,FALSE
ENSMUSG00000002274,Metrn,16.5144192,-0.06518287,0.75260004,0.9646754,FALSE,3.297009592,-0.052445296,0.729383993,NA,NA,1.351786203,0.055518868,0.397650588,NA,NA
ENSMUSG00000002279,Lmf1,405.8178474,0.07925868,0.564819357,0.934503736,FALSE,248.7753148,0.124724853,0.399075767,0.882478084,FALSE,291.5198946,0.102173544,0.364828248,0.966032646,FALSE
ENSMUSG00000002280,Narfl,84.8439078,-0.054043265,0.780254414,0.97159731,FALSE,84.98526826,-0.10559674,0.522884658,0.92697574,FALSE,84.72351833,0.007072255,0.958547519,0.998587315,FALSE
ENSMUSG00000002289,Angptl4,12.73787007,0.015308555,0.936033413,0.993870841,FALSE,3.754310766,0.026255984,0.859045497,NA,NA,7.326506968,0.074435825,0.453893744,NA,NA
ENSMUSG00000002297,Dbf4,749.2111848,-0.101630612,0.312433378,0.827625622,FALSE,175.7380111,-0.260917345,0.082149706,0.562504507,FALSE,162.7194106,0.101407371,0.429270452,0.975637574,FALSE
ENSMUSG00000002307,Daxx,297.7953832,-0.084771576,0.463319611,0.906894431,FALSE,211.5373751,-0.170575043,0.19079016,0.751067189,FALSE,302.2090675,0.008799299,0.948783589,0.998587315,FALSE
ENSMUSG00000002308,Cd320,191.7875376,-0.062707643,0.647693638,0.952402423,FALSE,161.5035418,-0.066295666,0.638244277,0.952113195,FALSE,204.4380873,0.040418264,0.745946764,0.994656521,FALSE
ENSMUSG00000002319,Ipo4,617.3935632,0.076703877,0.526693684,0.926604918,FALSE,348.4432812,-0.090543909,0.463577528,0.90993615,FALSE,504.7469072,-0.147164492,0.199514287,0.941610113,FALSE
ENSMUSG00000002320,Tm9sf1,240.7405502,-0.05400587,0.714116199,0.961183056,FALSE,119.9485213,0.040986109,0.798312589,0.974607791,FALSE,150.3188347,-0.193313647,0.163348422,0.92803909,FALSE
ENSMUSG00000002324,Rec8,9.459612669,-0.30920818,0.124459738,0.620307416,FALSE,239.9525839,-0.739170767,2.23E-07,3.80E-05,TRUE,114.0120737,-0.457768438,0.000350387,0.098093496,FALSE
ENSMUSG00000002325,Irf9,132.2940796,0.219386942,0.247543182,0.7758832,FALSE,123.614255,0.164556212,0.301248644,0.837240203,FALSE,173.2042985,0.034179728,0.775980308,0.996231565,FALSE
ENSMUSG00000002326,Gmpr2,363.823998,0.102779587,0.490731242,0.915549095,FALSE,133.4228147,0.056432524,0.694153467,0.958767497,FALSE,161.9971493,0.223563441,0.071210957,0.832716022,FALSE
ENSMUSG00000002329,Mdp1,228.8756085,-0.082180784,0.523132342,0.926260646,FALSE,196.5636882,-0.167049327,0.255058871,0.803356531,FALSE,166.463914,-0.166460261,0.202073411,0.943591272,FALSE
ENSMUSG00000002332,Dhrs1,335.5153479,-0.059389039,0.6774236,0.954984523,FALSE,290.3531964,-0.188538731,0.156719947,0.705895975,FALSE,273.3003732,0.033098003,0.788236462,0.996231565,FALSE
ENSMUSG00000002341,Ncan,10697.06126,0.067967862,0.500648039,0.921054153,FALSE,12638.33139,0.127378663,0.136288602,0.67343956,FALSE,15235.54375,0.005079565,0.949806864,0.998587315,FALSE
ENSMUSG00000002342,Tmem161a,251.6761194,-0.194736469,0.139114748,0.646487434,FALSE,279.7393354,-0.137809602,0.297318322,0.835027049,FALSE,275.5802879,-0.116956389,0.286285526,0.953828624,FALSE
ENSMUSG00000002343,Armc6,70.85983254,0.088610214,0.621211809,0.948448061,FALSE,66.29204656,0.005941036,0.974930974,0.999257357,FALSE,193.7150861,-0.133561692,0.313038718,0.96073177,FALSE
ENSMUSG00000002345,2310045N01Rik,164.2692841,-0.246950766,0.114745445,0.599878888,FALSE,184.0946975,-0.064005928,0.623748047,0.949401722,FALSE,181.4026525,-0.031411736,0.801325529,0.996231565,FALSE
ENSMUSG00000002346,Slc25a42,79.94659506,0.104863587,0.585879665,0.939200785,FALSE,86.30269807,0.173318345,0.304900059,0.839833289,FALSE,203.5132,0.10235577,0.438641721,0.975637574,FALSE
ENSMUSG00000002365,Snx9,129.5107016,-0.460867971,0.00165218,0.039366614,TRUE,41.00401845,0.152405805,0.441158085,0.901008398,FALSE,20.29343136,-0.053198545,0.704588651,0.994154453,FALSE
ENSMUSG00000002372,Ranbp3,491.4431721,-0.073252023,0.551469981,0.93205581,FALSE,359.0593635,-0.105161831,0.429581974,0.896963732,FALSE,392.6733617,-0.051640866,0.685199876,0.992339059,FALSE
ENSMUSG00000002379,Ndufa11,124.2252735,-0.37447955,0.026661459,0.287817644,FALSE,128.7488668,-0.331132174,0.042764996,0.424078636,FALSE,106.9072766,-0.176020088,0.217782718,0.951549054,FALSE
ENSMUSG00000002384,Bmp8b,17.30879122,0.184904797,0.375284045,0.866898429,FALSE,8.110704172,-0.089524214,0.645962912,0.952752271,FALSE,10.47131905,0.249376933,0.059832067,NA,NA
ENSMUSG00000002393,Nr2f6,19.59367168,-0.095478245,0.646970849,0.952077616,FALSE,8.206677684,-0.0372396,0.850627027,0.983244284,FALSE,5.249640423,-0.052113764,0.641883756,NA,NA
ENSMUSG00000002395,Use1,211.8406692,-0.13558156,0.333059751,0.842903108,FALSE,232.2941231,-0.413422402,0.001585889,0.055900306,FALSE,197.1224128,-0.228258134,0.089972872,0.873331516,FALSE
ENSMUSG00000002396,Ocel1,38.290128,-0.006212425,0.975858343,0.996673808,FALSE,33.74856448,0.002388696,0.990679684,0.999730607,FALSE,71.02280597,0.01923376,0.889835399,0.998587315,FALSE
ENSMUSG00000002409,Dyrk1b,286.0900867,-0.035651504,0.836820097,0.980867855,FALSE,689.6979095,-0.155857072,0.275004828,0.81938987,FALSE,491.7050046,-0.082535735,0.526135455,0.980124006,FALSE
ENSMUSG00000002413,Braf,1878.435502,-0.008426272,0.93618903,0.993870841,FALSE,1452.656827,0.112288214,0.208506241,0.769502046,FALSE,2250.964325,0.108460994,0.30537081,0.955953989,FALSE
ENSMUSG00000002416,Ndufb2,199.255221,-0.000882566,0.994908141,0.99934296,FALSE,138.5615315,0.057876847,0.684564566,0.957835275,FALSE,159.5625686,0.080813606,0.499032596,0.975637574,FALSE
ENSMUSG00000002428,Hltf,444.9948531,-0.036003429,0.798557946,0.975436239,FALSE,290.8417913,0.096972367,0.42034668,0.893069791,FALSE,401.0532422,0.141839978,0.234171568,0.953550706,FALSE
ENSMUSG00000002455,Prpf6,646.5836713,-0.186159096,0.103922418,0.57868503,FALSE,549.5847674,-0.033869047,0.731164693,0.966847327,FALSE,586.1456596,-0.180708736,0.11114621,0.884731901,FALSE
ENSMUSG00000002458,Rgs19,176.2265265,-0.363822525,0.023966584,0.271681103,FALSE,79.27872737,0.079131257,0.657452041,0.955370454,FALSE,122.476295,0.023806015,0.854620532,0.998587315,FALSE
ENSMUSG00000002459,Rgs20,856.1519058,0.075255109,0.537972549,0.930016955,FALSE,125.2067329,0.146419464,0.445057605,0.902630313,FALSE,65.19544631,0.033534911,0.821350436,0.997722504,FALSE
ENSMUSG00000002475,Abhd3,3.081861395,-0.019641682,0.891136556,NA,NA,1.653919299,-0.162663728,0.19793029,NA,NA,1.900585603,-0.017154865,0.816227876,NA,NA
ENSMUSG00000002477,Snrpd1,417.2382941,-0.415085799,0.007896037,0.126735735,FALSE,198.0733878,-0.319767122,0.051056014,0.456634762,FALSE,201.1864354,-0.149283377,0.25818193,0.953550706,FALSE
ENSMUSG00000002486,Tchp,285.5550635,-0.111515712,0.406231275,0.886833081,FALSE,156.4546345,-0.117343799,0.376247149,0.876629859,FALSE,149.3471087,0.096027683,0.497243962,0.975637574,FALSE
ENSMUSG00000002489,Tiam1,343.694617,-0.110506696,0.397261541,0.882446684,FALSE,329.5433944,-0.207153651,0.083492652,0.566853344,FALSE,1012.64898,0.017590013,0.88071214,0.998587315,FALSE
ENSMUSG00000002496,Tsc2,1152.604882,0.027086716,0.82426885,0.979280204,FALSE,1076.0286,-0.089515157,0.364784958,0.872986388,FALSE,1408.275057,-0.061654218,0.519394191,0.980098489,FALSE
ENSMUSG00000002500,Rpl3l,0.413349612,-0.028051511,0.645444178,NA,NA,0.596207246,0.086445782,0.222056057,NA,NA,1.508714152,0.058937074,0.361840207,NA,NA
ENSMUSG00000002504,Slc9a3r2,39.96396972,-0.206086415,0.31307102,0.827907685,FALSE,28.88201058,-0.095625175,0.647970807,0.952752271,FALSE,30.54187971,0.014351934,0.922992517,0.998587315,FALSE
ENSMUSG00000002524,Puf60,857.9840223,-0.220952888,0.069037239,0.478882092,FALSE,822.3005044,-0.282868647,0.013851577,0.234995293,FALSE,763.3296117,-0.163546931,0.140051194,0.917074157,FALSE
ENSMUSG00000002546,Golga2,298.8746952,-0.145035452,0.283112592,0.806998177,FALSE,360.4766421,-0.065632744,0.587125269,0.940287997,FALSE,429.2671444,-0.086507044,0.484361781,0.975637574,FALSE
ENSMUSG00000002550,Uck1,55.96564366,0.002285327,0.990107853,0.998537202,FALSE,37.00322137,0.057308747,0.775234572,0.971141746,FALSE,42.29621723,-0.121157571,0.410399855,0.96914809,FALSE
ENSMUSG00000002565,Scin,0.131368666,0.027642176,0.490287438,NA,NA,0,NA,NA,NA,NA,0.355184678,0.016224005,0.621866244,NA,NA
ENSMUSG00000002578,Ikzf4,241.4777265,0.066859543,0.653786119,0.954156274,FALSE,303.5190058,0.146741069,0.212792428,0.772202777,FALSE,620.7588274,0.109076021,0.286799234,0.953828624,FALSE
ENSMUSG00000002580,Mien1,51.77723534,-0.297575787,0.106504231,0.58415351,FALSE,81.09378623,-0.267085358,0.113340895,0.628832045,FALSE,124.2835769,-0.249968534,0.054334088,0.792974089,FALSE
ENSMUSG00000002588,Pon1,3.878046688,0.15754475,0.302765836,NA,NA,1.423561804,0.080756566,0.489058926,NA,NA,4.717203708,0.004707215,0.959905156,NA,NA
ENSMUSG00000002602,Axl,650.9429309,0.04228113,0.698902876,0.958961917,FALSE,66.88863006,0.073060532,0.717659302,0.96473461,FALSE,51.14622518,-0.004525834,0.975313874,0.998587315,FALSE
ENSMUSG00000002603,Tgfb1,5.455816285,0.056312055,0.739180796,NA,NA,2.23319503,0.079821738,0.572496642,NA,NA,5.470641429,0.067178463,0.458042695,NA,NA
ENSMUSG00000002608,Ccdc97,752.0039487,-0.018874589,0.893550414,0.991430974,FALSE,676.8742278,0.044411426,0.692950603,0.958387472,FALSE,613.2092613,-0.030810754,0.731931468,0.994605998,FALSE
ENSMUSG00000002617,Zfp40,212.0948158,0.142838088,0.411428862,0.888326203,FALSE,199.1357504,0.196375182,0.197715355,0.756995429,FALSE,274.5558081,0.104212963,0.471773351,0.975637574,FALSE
ENSMUSG00000002625,Akap8l,302.104939,0.122968457,0.36459527,0.863353597,FALSE,444.4574513,-0.073654806,0.487809929,0.919061276,FALSE,444.5000666,-0.068871226,0.572984533,0.987476362,FALSE
ENSMUSG00000002633,Shh,0.255174962,-0.036051006,0.438154594,NA,NA,0.386850842,0.058653323,0.318566726,NA,NA,3.169686355,0.14823492,0.080494995,NA,NA
ENSMUSG00000002635,Pdcd2l,108.3478126,-0.319423887,0.037941055,0.352299457,FALSE,92.84719325,-0.277623722,0.08396015,0.56782785,FALSE,101.0486508,-0.255136092,0.058447869,0.805593437,FALSE
ENSMUSG00000002658,Gtf2f1,622.2636245,-0.321042575,0.004829343,0.088171729,FALSE,568.6487148,-0.122215352,0.34338473,0.862383685,FALSE,779.1704036,-0.219041338,0.075094619,0.845320945,FALSE
ENSMUSG00000002660,Clpp,161.8668374,-0.095792794,0.511761704,0.924417237,FALSE,137.1844333,-0.214097699,0.173044123,0.725734459,FALSE,138.8073487,-0.290672226,0.014786104,0.528373559,FALSE
ENSMUSG00000002661,Alkbh7,47.81248147,-0.119998172,0.533553884,0.928240953,FALSE,29.55322044,-0.039799614,0.846385417,0.981995604,FALSE,26.84577649,-0.073965705,0.605580229,0.987507028,FALSE
ENSMUSG00000002664,Pspn,1.023972555,-0.045028482,0.640742654,NA,NA,0.872313494,-0.163319148,0.085922589,NA,NA,0.935823682,0.013687405,0.774456077,NA,NA
ENSMUSG00000002668,Dennd1c,8.964632495,0.183222582,0.348317073,0.852666542,FALSE,72.89039854,-0.097442919,0.601558463,0.943214245,FALSE,36.58413012,0.055972413,0.705767446,0.994154453,FALSE
ENSMUSG00000002679,Med6,241.4626506,0.144520774,0.321929006,0.834449641,FALSE,122.2806692,0.006537826,0.96410391,0.997899981,FALSE,158.2581735,0.078733108,0.504819243,0.977112621,FALSE
ENSMUSG00000002688,Prkd1,575.9562991,5.67E-05,0.999620292,0.999903245,FALSE,126.286282,0.269917464,0.07874069,0.549586687,FALSE,111.4434752,0.088681087,0.538448306,0.984561257,FALSE
ENSMUSG00000002699,Lcp2,0.956969448,0.00544918,0.948977852,NA,NA,1.323704565,-0.087348426,0.418326331,NA,NA,5.076856384,-0.034329399,0.752116899,NA,NA
ENSMUSG00000002718,Cse1l,1918.725294,0.023474303,0.805119313,0.976620442,FALSE,699.5606347,0.041467681,0.665791613,0.956970795,FALSE,1097.239749,0.130295024,0.214162565,0.951549054,FALSE
ENSMUSG00000002728,Naa20,337.9523652,0.182428652,0.162331896,0.679870475,FALSE,155.2324951,-0.00264768,0.985891055,0.999730607,FALSE,207.1013064,0.151846923,0.238385608,0.953550706,FALSE
ENSMUSG00000002731,Prkra,295.9794436,-0.08217189,0.58596062,0.939200785,FALSE,278.8483112,-0.1613249,0.248310294,0.799195563,FALSE,214.5881256,-0.073651217,0.509383684,0.978177249,FALSE
ENSMUSG00000002732,Fkbp7,84.63323574,-0.073120727,0.677883045,0.954984523,FALSE,100.2436607,-0.017373107,0.910955987,0.990767186,FALSE,74.93253221,0.117715685,0.410085902,0.96914809,FALSE
ENSMUSG00000002733,Plekha3,244.2131077,-0.124338103,0.376228597,0.867995167,FALSE,130.4739295,-0.025260133,0.86167873,0.985642282,FALSE,132.8888994,0.028816904,0.822592608,0.997722504,FALSE
ENSMUSG00000002741,Ykt6,344.0439809,-0.385740198,0.001051209,0.02688959,TRUE,319.0787849,-0.112177298,0.338833159,0.860598858,FALSE,471.2459522,-0.183047287,0.062578527,0.808055211,FALSE
ENSMUSG00000002748,Baz1b,5317.512166,-0.014654225,0.866566777,0.986119724,FALSE,3049.593102,-0.091148457,0.366931247,0.872986388,FALSE,2785.355162,-0.021946188,0.818812969,0.997722504,FALSE
ENSMUSG00000002763,Pex6,251.918927,-0.123971738,0.346679673,0.85172047,FALSE,226.1888449,-0.044966324,0.728536906,0.96651028,FALSE,273.0313826,-0.128424463,0.329850268,0.963221449,FALSE
ENSMUSG00000002767,Mrpl2,135.5274938,-0.281128886,0.086226061,0.532938602,FALSE,100.4548671,-0.382742679,0.026548795,0.328572197,FALSE,62.32735291,-0.070597901,0.632308382,0.989160178,FALSE
ENSMUSG00000002768,Mea1,114.3876476,-0.185977516,0.227930403,0.75822417,FALSE,100.518343,-0.220261893,0.206322893,0.768573015,FALSE,106.5066816,-0.051092768,0.696310124,0.993138678,FALSE
ENSMUSG00000002769,Gnmt,19.86349367,-0.086186749,0.672992863,0.954984523,FALSE,12.2406272,-0.131545663,0.525612582,0.928062446,FALSE,14.58811432,-0.095417475,0.469905121,NA,NA
ENSMUSG00000002771,Grin2d,15.05083149,0.032690507,0.872101256,0.986593676,FALSE,34.71548589,-0.012285125,0.953223819,0.996796653,FALSE,102.5162404,0.081068155,0.575262007,0.987476362,FALSE
ENSMUSG00000002778,Kdelr1,217.7138806,-0.068137051,0.626321758,0.949120784,FALSE,222.3479814,-0.099949312,0.458190949,0.908314698,FALSE,230.9959509,-0.14560628,0.192838481,0.936914316,FALSE
ENSMUSG00000002781,Tmem143,48.02231946,-0.122524228,0.545167559,0.93205581,FALSE,43.47060889,-0.275825103,0.149827725,0.697005009,FALSE,52.90227636,-0.011948612,0.934156921,0.998587315,FALSE
ENSMUSG00000002791,Pdxk-ps,1.435319352,-0.019881654,0.858254832,NA,NA,0.493943851,0.001725201,0.980886818,NA,NA,0.531475417,-7.12E-05,0.998460697,NA,NA
ENSMUSG00000002797,Ggct,21.458816,-0.109235055,0.600494532,0.941638307,FALSE,39.01033267,0.32072716,0.100823199,0.608151283,FALSE,103.8445465,-0.093281583,0.504229569,0.976729349,FALSE
ENSMUSG00000002799,Jag2,21.5955779,-0.333389756,0.109799415,0.590257731,FALSE,32.6699769,0.145998392,0.478512689,0.916253286,FALSE,153.0976481,-0.109019456,0.46310459,0.975637574,FALSE
ENSMUSG00000002803,Btbd6,129.7800402,-0.209384173,0.18930048,0.717237233,FALSE,102.2103793,0.092187596,0.542369695,0.930783243,FALSE,175.6728979,-0.11843217,0.377396618,0.966032646,FALSE
ENSMUSG00000002804,Nudt14,23.07309061,-0.10489741,0.615026334,0.947182057,FALSE,26.90202378,-0.066351434,0.749433307,0.970292242,FALSE,30.98292791,-0.115073932,0.435961912,0.975637574,FALSE
ENSMUSG00000002808,Epdr1,351.0140392,0.643178386,2.38E-07,1.76E-05,TRUE,52.14972792,0.217631722,0.232325335,0.791117252,FALSE,64.46745455,0.119289067,0.401023111,0.966032646,FALSE
ENSMUSG00000002812,Flii,622.2278662,0.142215974,0.280302013,0.804999431,FALSE,609.3863365,0.033777123,0.711935294,0.964062583,FALSE,741.940665,-0.033305679,0.715907323,0.994154453,FALSE
ENSMUSG00000002814,Top3a,205.7488382,0.2110295,0.137675929,0.643280427,FALSE,89.48317186,-0.12441152,0.451252324,0.90555961,FALSE,114.2180156,0.002560518,0.984965702,0.998587315,FALSE
ENSMUSG00000002820,Atg4d,53.24419804,-0.112318773,0.546777332,0.93205581,FALSE,48.60064199,0.040089095,0.824033438,0.980057648,FALSE,64.43632403,-0.044046157,0.761390828,0.995190154,FALSE
ENSMUSG00000002825,Qtrt1,273.0714243,-0.123243559,0.391970258,0.879904838,FALSE,209.646289,0.035669158,0.802222918,0.974988327,FALSE,256.1628862,-0.299034154,0.031571089,0.694486964,FALSE
ENSMUSG00000002831,Plin4,24.79956433,-0.01775173,0.932083127,0.993866859,FALSE,13.27226954,-0.011748236,0.954225764,0.996930247,FALSE,20.27940686,0.11817508,0.409903538,0.96914809,FALSE
ENSMUSG00000002833,Hdgfrp2,716.2620273,-0.23280054,0.039681039,0.360296034,FALSE,619.3389831,-0.160363677,0.185818987,0.744343582,FALSE,634.1508426,-0.106449798,0.38398941,0.966032646,FALSE
ENSMUSG00000002835,Chaf1a,342.5528476,-0.272411346,0.061487224,0.451751709,FALSE,77.86483621,-0.16252726,0.374864939,0.876600794,FALSE,53.92928456,-0.268571363,0.068742985,0.826167094,FALSE
ENSMUSG00000002844,Adprh,267.7295775,0.063383773,0.647135502,0.952077616,FALSE,315.2129131,-0.300082675,0.015928593,0.254874892,FALSE,225.0058667,-0.252453365,0.058526058,0.805593437,FALSE
ENSMUSG00000002845,Tmem39a,643.367429,0.014002565,0.902184311,0.991931048,FALSE,354.8831018,0.142593399,0.281363156,0.825141874,FALSE,389.2227959,0.128180767,0.231812159,0.953550706,FALSE
ENSMUSG00000002846,Timmdc1,194.0889253,0.140269083,0.329667187,0.83974868,FALSE,229.7468653,0.129672974,0.359231511,0.872183871,FALSE,156.6230328,-0.133306798,0.300980474,0.955074294,FALSE
ENSMUSG00000002847,Pla1a,0.729869647,0.006639151,0.926928789,NA,NA,0.841530371,-0.018406233,0.832450984,NA,NA,1.674231269,-0.03543251,0.574334965,NA,NA
ENSMUSG00000002870,Mcm2,1305.118984,-0.077080879,0.525427419,0.92653671,FALSE,370.4535645,-0.203927693,0.124637794,0.650560408,FALSE,171.7982168,-0.014166667,0.923689839,0.998587315,FALSE
ENSMUSG00000002871,Tpra1,95.7964464,-0.134776519,0.462369583,0.906127752,FALSE,82.26968645,-0.069428484,0.688038137,0.957835275,FALSE,84.48376014,-0.082599853,0.566718792,0.987476362,FALSE
ENSMUSG00000002881,Nab1,167.0943575,-0.240186337,0.193584364,0.721955453,FALSE,245.9952616,-0.496499497,0.00011514,0.006965954,TRUE,334.7201884,0.00795872,0.954986056,0.998587315,FALSE
ENSMUSG00000002885,Cd97,12.23176063,-0.182019828,0.343939311,0.849816228,FALSE,8.052885747,0.130907959,0.504255959,0.924363871,FALSE,20.24157243,0.0541152,0.70784797,0.994154453,FALSE
ENSMUSG00000002897,Il17ra,89.6893485,0.384335529,0.030206399,0.311213256,FALSE,244.0173753,0.106624047,0.489812225,0.919394752,FALSE,211.6966156,-0.060263273,0.62533892,0.989160178,FALSE
ENSMUSG00000002900,Lamb1,54.52340339,-0.235967477,0.226499318,0.756623062,FALSE,398.9734456,0.383155207,0.000565123,0.025458361,TRUE,504.7296397,-0.038930151,0.714361746,0.994154453,FALSE
ENSMUSG00000002908,Kcnn1,15.22472254,0.402827584,0.053231213,0.423703053,FALSE,97.89335256,-0.274297393,0.102984233,0.611184498,FALSE,117.6024046,-0.145873254,0.290235185,0.953828624,FALSE
ENSMUSG00000002910,Arrdc2,46.46919358,-0.17551331,0.364124124,0.863353597,FALSE,39.19579638,0.150561429,0.440200616,0.900395896,FALSE,65.44201652,-0.080388943,0.572851102,0.987476362,FALSE
ENSMUSG00000002930,Ppp1r17,0.10266275,-0.02459935,0.529597944,NA,NA,4.433171653,-0.37577113,0.023725992,NA,NA,0.28272307,-0.004237894,0.874616367,NA,NA
ENSMUSG00000002944,Cd36,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.357462844,-0.021280026,0.404585113,NA,NA
ENSMUSG00000002948,Map2k7,734.48141,-0.070053607,0.564089456,0.934503736,FALSE,736.0559405,-0.017820027,0.854725542,0.984345046,FALSE,744.8549602,0.029998118,0.788428881,0.996231565,FALSE
ENSMUSG00000002949,Timm44,399.4239356,-0.138446783,0.239415709,0.768246405,FALSE,254.6559768,-0.089799097,0.488998359,0.919394752,FALSE,317.3221812,0.024901498,0.856348063,0.998587315,FALSE
ENSMUSG00000002957,Ap2a2,923.2674173,-0.144030678,0.230747313,0.760274139,FALSE,920.1880486,-0.100807844,0.42757383,0.896189794,FALSE,1347.577241,-0.229406765,0.021638204,0.594395591,FALSE
ENSMUSG00000002963,Pnkp,99.79644081,0.013794621,0.935528368,0.993870841,FALSE,92.52270082,-0.153088687,0.36026125,0.872289536,FALSE,83.61378478,0.027314504,0.852158755,0.998587315,FALSE
ENSMUSG00000002968,Med25,493.598125,-0.206475405,0.173852917,0.694967091,FALSE,242.2395524,-0.067139372,0.629750974,0.950383284,FALSE,297.1004678,-0.015456236,0.886598212,0.998587315,FALSE
ENSMUSG00000002980,Bcam,7.810041569,-0.02820511,0.86967977,NA,NA,5.813500843,-0.140486457,0.434992865,0.899411175,FALSE,15.91827586,0.043882506,0.747259699,0.994656521,FALSE
ENSMUSG00000002981,Clptm1,599.3498346,-0.21243474,0.057275412,0.435710764,FALSE,467.3601266,-0.070448286,0.554657712,0.931937306,FALSE,588.5579537,0.05491022,0.580848316,0.987476362,FALSE
ENSMUSG00000002983,Relb,4.7845162,-0.289619372,0.091012782,NA,NA,7.713248055,0.104702131,0.592673299,0.94075582,FALSE,4.273085067,0.054249791,0.589449749,NA,NA
ENSMUSG00000002984,Tomm40,244.1677421,-0.06721067,0.626081602,0.949120784,FALSE,133.7014146,0.030318367,0.826407893,0.980282942,FALSE,154.5261528,-0.154517457,0.25097376,0.953550706,FALSE
ENSMUSG00000002985,Apoe,74.61677904,-0.428941234,0.025330534,0.279650627,FALSE,21.0336472,-0.239575404,0.249259707,0.799195563,FALSE,35.90429003,-0.342623575,0.020614654,0.589910305,FALSE
ENSMUSG00000002992,Apoc2,0.410650999,-0.044374987,0.387189528,NA,NA,0,NA,NA,NA,NA,0.049389851,-0.010185218,0.610404893,NA,NA
ENSMUSG00000002996,Hbp1,1366.136599,0.135604393,0.167633621,0.687961973,FALSE,1236.200446,-0.006283413,0.942428091,0.995208843,FALSE,977.1164577,0.177231971,0.10010052,0.877647648,FALSE
ENSMUSG00000002997,Prkar2b,295.1859855,-0.249592655,0.105461149,0.581423186,FALSE,99.30215376,0.228937397,0.268609678,0.816519867,FALSE,932.0004665,-0.004760931,0.969840676,0.998587315,FALSE
ENSMUSG00000003031,Cdkn1b,1373.126609,0.131815983,0.162293904,0.679870475,FALSE,1847.74101,-0.101251979,0.40038808,0.883268214,FALSE,1142.225904,-0.030861978,0.723513218,0.994605998,FALSE
ENSMUSG00000003032,Klf4,102.373,-0.126101784,0.509442766,0.92326247,FALSE,45.61756715,0.017347689,0.933974126,0.994054303,FALSE,54.34888865,-0.011830034,0.93539727,0.998587315,FALSE
